1 1 1524754147.7857776
2 1 1524754148.7091281
1 10.874376332153336 0.97 1524754148.9139326
1 11.401330984013772 0.95 1524754149.172265
1 11.736627615497682 0.93 1524754149.4306936
1 11.673913992334004 0.91 1524754149.6881297
2 10.645822559754963 0.97 1524754149.8567128
1 11.454752004621088 0.89 1524754149.9596088
2 10.932413136460665 0.95 1524754150.1245165
1 11.306833303173695 0.87 1524754150.2372692
2 11.625795400935782 0.93 1524754150.405289
1 11.154459035311758 0.85 1524754150.5046723
2 11.373117482984659 0.91 1524754150.6681209
1 10.910486256537004 0.83 1524754150.787155
2 11.12424663291172 0.89 1524754150.9371824
1 10.848802601636947 0.81 1524754151.0632236
2 10.965288197557047 0.87 1524754151.218935
1 10.692781483182282 0.79 1524754151.3523202
2 10.784120594680537 0.85 1524754151.5171008
1 10.535898243143969 0.77 1524754151.6432202
2 10.469827686380281 0.865 1524754151.8138735
1 10.407159839583857 0.793 1524754151.943048
2 10.317674670960148 0.8785 1524754152.102586
1 10.299417529812859 0.8137 1524754152.229484
2 10.256509814889187 0.8906333333333334 1524754152.389032
1 10.457292591142087 0.8323 1524754152.5015295
2 10.43332103348025 0.9015666666666666 1524754152.6674964
1 10.630418812167676 0.8123 1524754152.7718153
2 10.6593876232568 0.8815666666666667 1524754152.9379234
1 10.75104716932597 0.7923 1524754153.0608473
2 10.724046742029584 0.8615666666666667 1524754153.2194185
1 10.75935557998597 0.7723 1524754153.3477228
2 10.813303028816922 0.8415666666666667 1524754153.5009992
1 10.56393626809853 0.7523 1524754153.6362991
2 10.49843791592575 0.8574 1524754153.8097928
1 10.307283435589234 0.7770666666666667 1524754153.9344923
2 10.008653674290803 0.8716333333333334 1524754154.1366808
1 10.215852771356431 0.7993333333333333 1524754154.2283604
2 9.704332384661456 0.8844666666666666 1524754154.4564555
1 10.253610644961912 0.8194 1524754154.5150075
2 9.728403124452392 0.896 1524754154.7350426
1 10.327180896563801 0.8374333333333334 1524754154.8001232
2 10.018472705070817 0.9064 1524754155.007676
1 10.477495227898462 0.8536666666666667 1524754155.0808296
2 10.308321033247415 0.9157333333333333 1524754155.3015707
1 10.669206654036811 0.8336666666666667 1524754155.35277
2 10.505907093185767 0.8957333333333334 1524754155.5976558
1 10.787263905233262 0.8136666666666666 1524754155.6290836
2 10.375947986498387 0.9061333333333333 1524754155.8913562
1 10.831018482951484 0.7936666666666666 1524754155.9145408
2 10.378854785820202 0.9155 1524754156.1676126
1 10.795991932593267 0.7736666666666666 1524754156.1939363
2 10.358224902969269 0.9239333333333334 1524754156.4593515
1 10.624483143211307 0.7536666666666667 1524754156.4817646
2 10.597902332614934 0.9039333333333334 1524754156.729172
1 10.405405078838408 0.7783 1524754156.7798502
2 10.648340259954967 0.8839333333333333 1524754157.016489
1 10.32462504939106 0.8004666666666667 1524754157.0735192
2 10.667924915753161 0.8639333333333333 1524754157.2917144
1 10.290071521494676 0.8204 1524754157.3604825
2 10.832445179731486 0.8439333333333333 1524754157.5704122
1 10.40156749338204 0.8383333333333334 1524754157.6363344
2 10.626306568507676 0.8239333333333333 1524754157.858626
1 10.660371815153166 0.8183333333333334 1524754157.9081278
2 10.561006580593086 0.8039333333333334 1524754158.152937
1 10.696344410435007 0.7983333333333333 1524754158.1898034
