1 1 1524753752.7620568
2 1 1524753753.7210104
1 11.145029103653558 0.98 1524753753.8651478
1 11.661088980103086 0.97 1524753754.1081588
1 12.131807364768921 0.96 1524753754.3538198
1 12.128763236345291 0.95 1524753754.6059797
2 10.798929249493272 0.98 1524753754.8550467
1 12.040056265965209 0.94 1524753754.8810751
1 11.861734427254154 0.93 1524753755.1199167
2 10.964181935347957 0.97 1524753755.1409957
2 11.704622305379484 0.96 1524753755.3684814
1 11.6915531525231 0.92 1524753755.39255
1 11.694215811219467 0.91 1524753755.6348453
2 10.765909229900524 0.95 1524753755.6963918
1 11.641275442468523 0.9 1524753755.8875482
2 10.860086476169688 0.94 1524753755.9583392
1 11.734819448990416 0.89 1524753756.1432185
2 11.002466237177075 0.93 1524753756.218948
1 11.706621206750386 0.88 1524753756.4080195
2 10.448122058898436 0.937 1524753756.5150752
1 11.529695547241154 0.87 1524753756.6765642
2 11.075143849617142 0.927 1524753756.7788074
1 11.417673147130152 0.86 1524753756.941711
2 11.11268810017536 0.917 1524753757.0400577
1 11.307733571730065 0.85 1524753757.203551
2 10.761674915927795 0.907 1524753757.3340626
1 11.238084828924542 0.84 1524753757.4696996
2 10.77955821674235 0.897 1524753757.6282413
1 11.274538076062761 0.83 1524753757.738122
2 10.61104777941676 0.887 1524753757.9088025
1 11.19203380344814 0.82 1524753758.0137005
2 10.446588550594797 0.8983 1524753758.191253
1 11.07511333203896 0.81 1524753758.2895355
2 10.5126438485694 0.8883 1524753758.475311
1 10.914087330762467 0.8 1524753758.5700698
2 10.589044605547652 0.8783 1524753758.7615097
1 10.704034840136837 0.79 1524753758.8631651
2 10.533670459936694 0.8683 1524753759.048502
1 10.548685108402157 0.78 1524753759.1483448
2 10.438562427532982 0.8814666666666666 1524753759.3384967
1 10.429452930445695 0.802 1524753759.4387028
2 10.603982960067658 0.8714666666666666 1524753759.6111
1 10.431093250272971 0.8218 1524753759.7223372
2 10.710023914855023 0.8614666666666667 1524753759.8819616
1 10.531869922823969 0.8118 1524753760.0037298
2 10.78064922016235 0.8514666666666667 1524753760.1608467
1 10.573053394580358 0.8018 1524753760.2826843
2 10.895868336587903 0.8414666666666667 1524753760.437661
1 10.688562427998633 0.7918 1524753760.559265
2 10.603654896102206 0.8314666666666667 1524753760.7408946
1 10.65471843379497 0.7818 1524753760.8488817
2 10.511011158136677 0.8214666666666667 1524753761.0259125
1 10.550928150398525 0.7718 1524753761.138661
2 10.391878162309302 0.8393 1524753761.3157241
1 10.493921314354836 0.7946 1524753761.4268026
2 10.12573436298544 0.8553666666666667 1524753761.6223545
1 10.458078418780266 0.8151333333333334 1524753761.7075822
2 10.103494677885427 0.8698 1524753761.929768
1 10.53628734226578 0.8051333333333334 1524753761.9876819
2 10.09299663099088 0.8828 1524753762.2166195
1 10.562990223174893 0.7951333333333334 1524753762.2741416
2 10.159090075938208 0.8945 1524753762.49783
1 10.63489726676587 0.7851333333333333 1524753762.5548248
2 10.22323802527643 0.9050333333333334 1524753762.797867
1 10.58999827986583 0.7751333333333333 1524753762.8396275
2 10.284090076171026 0.9145 1524753763.0941267
1 10.460260425620268 0.7976 1524753763.1324308
2 10.188539538883685 0.9230333333333334 1524753763.3936195
1 10.531808887667594 0.7876 1524753763.4176054
2 10.18024638701276 0.9307 1524753763.6810164
1 10.457460437822085 0.8088333333333333 1524753763.702529
2 10.637590443040411 0.9207 1524753763.9248831
1 10.486902271373014 0.8279333333333333 1524753763.9841838
2 10.671258961169528 0.9107 1524753764.2182424
1 10.56038097024035 0.8179333333333333 1524753764.2680287
2 10.727846180513222 0.9007 1524753764.5105314
1 10.48909953700211 0.8361333333333333 1524753764.5564978
2 11.130800282826277 0.8907 1524753764.756818
1 10.712404285953209 0.8261333333333334 1524753764.8253043
2 10.903894459649726 0.8807 1524753765.024673
1 10.775156056089624 0.8161333333333334 1524753765.1030254
