1 4 1525313532.677131
2 4 1525313533.3165748
1 11.110910451246255 0.99 1525313533.781323
1 11.494562185359307 0.99 1525313534.0329072
1 12.04507640757612 0.94 1525313534.2845058
1 11.90228465926328 0.94 1525313534.5431404
2 9.698564562385089 0.99 1525313534.576167
1 11.820772207939582 0.94 1525313534.792283
2 10.258745227491007 0.99 1525313534.857175
1 11.7471180329977 0.94 1525313535.051545
2 10.8067036025351 0.99 1525313535.1271496
1 11.624033010795776 0.94 1525313535.3136163
2 10.696985279576833 0.99 1525313535.4310608
1 11.792848623903186 0.94 1525313535.560155
2 10.97783092218979 0.99 1525313535.671095
1 11.760431326479528 0.94 1525313535.8135378
2 10.901025807300636 0.99 1525313535.9583802
1 11.859888113774149 0.94 1525313536.0702353
2 11.206903493417252 0.99 1525313536.198167
1 11.914018668074196 0.94 1525313536.3188446
2 12.00576213748337 0.94 1525313536.430469
1 11.803804434470472 0.94 1525313536.5781853
2 11.296060598075503 0.94 1525313536.7306364
1 11.721109426992216 0.94 1525313536.8430972
2 11.401178396122871 0.94 1525313537.0134103
1 11.718256033432224 0.94 1525313537.091636
2 11.40095714368104 0.94 1525313537.2502139
1 11.758607901183167 0.94 1525313537.3423722
2 10.88328746498243 0.94 1525313537.5330434
1 11.74218181472678 0.94 1525313537.6010313
2 10.990282094087974 0.94 1525313537.8225434
1 11.797098196665004 0.94 1525313537.8551202
2 11.381929433684666 0.94 1525313538.0685396
1 11.767923391923173 0.94 1525313538.1084573
1 11.7571201692468 0.94 1525313538.3626273
2 10.79766276999873 0.94 1525313538.3900297
2 11.081460988300778 0.94 1525313538.6226451
1 11.753236807423162 0.94 1525313538.6504114
1 11.677804983552186 0.94 1525313538.8903532
2 11.12652019248627 0.94 1525313538.910175
1 11.624956167535778 0.94 1525313539.1441026
2 10.925157582247927 0.94 1525313539.1690001
1 11.592996633784837 0.94 1525313539.3931262
2 11.034112965751659 0.94 1525313539.4488268
1 11.581056631321202 0.94 1525313539.6535323
2 10.85811046298242 0.94 1525313539.7207332
1 11.683511770672188 0.94 1525313539.9120452
2 10.890771901031535 0.94 1525313540.001311
1 11.767755545243174 0.94 1525313540.161117
2 10.581956898014921 0.94 1525313540.2989132
1 11.808359183014115 0.94 1525313540.412631
2 10.682130848396815 0.94 1525313540.5725684
1 11.874010123077802 0.94 1525313540.668308
2 10.911684071480646 0.94 1525313540.8207057
1 11.879739798381438 0.94 1525313540.9212477
2 10.969781910944324 0.94 1525313541.0957534
1 11.79100993981773 0.94 1525313541.1774135
2 11.12680248008445 0.94 1525313541.3783147
1 11.794069327030458 0.94 1525313541.4350889
2 11.38726238047195 0.94 1525313541.6273572
1 11.778322256688634 0.94 1525313541.6881623
2 11.000230824575267 0.94 1525313541.912021
1 11.776407278657725 0.94 1525313541.9395404
2 11.371759450755567 0.94 1525313542.151486
1 11.726129568603135 0.94 1525313542.2067409
2 11.274972951551852 0.94 1525313542.4416785
1 11.640893972741244 0.94 1525313542.4671144
2 11.372568166577386 0.94 1525313542.6832998
1 11.651384390241256 0.94 1525313542.7121966
1 11.709642446990397 0.94 1525313542.9691505
2 11.264505422235478 0.94 1525313542.9887702
1 11.775812185883181 0.94 1525313543.2218118
2 10.840166127011498 0.94 1525313543.2589362
1 11.773515738124996 0.94 1525313543.482557
2 11.03997997015711 0.94 1525313543.527646
1 11.69240001531765 0.94 1525313543.7409227
2 10.741556202511415 0.94 1525313543.8009093
1 11.662599600223075 0.94 1525313543.9920628
2 10.869546925406057 0.94 1525313544.0808885
1 11.735460318132228 0.94 1525313544.2466936
2 10.9228535050952 0.94 1525313544.3555949
1 11.761667288395893 0.94 1525313544.5040836
2 11.032640492604372 0.94 1525313544.6144526
1 11.840356863737773 0.94 1525313544.7540495
2 10.93767741869703 0.94 1525313544.8974397
1 11.863100088877793 0.94 1525313545.0086157
2 10.968149220511599 0.94 1525313545.175187
1 11.853540457512324 0.94 1525313545.2568789
2 10.87954143226062 0.94 1525313545.459777
1 11.848871268050514 0.94 1525313545.5107465
2 11.081674611348054 0.94 1525313545.6975873
1 11.889871634337814 0.94 1525313545.7650685
2 11.132494008415376 0.94 1525313545.9758348
1 11.883974112354172 0.94 1525313546.0158207
2 11.280122792870042 0.94 1525313546.2393715
1 11.909402884374197 0.94 1525313546.267415
2 11.523180044299329 0.94 1525313546.501054
1 11.951578177421505 0.94 1525313546.5199978
1 11.955888785339692 0.94 1525313546.769141
2 11.018243825097093 0.94 1525313546.7884758
1 11.8972187412851 0.94 1525313547.0247204
2 10.818162953142384 0.94 1525313547.084526
1 11.845453299294146 0.94 1525313547.2797437
2 10.991334950535258 0.94 1525313547.330025
1 11.810464895908654 0.94 1525313547.5306566
2 10.733102833355037 0.94 1525313547.6183548
1 11.818155325610487 0.94 1525313547.7864125
2 10.619478260389485 0.94 1525313547.916815
1 11.800500906632289 0.94 1525313548.039313
2 10.625307117822222 0.94 1525313548.2153418
1 11.836984671348683 0.94 1525313548.2923007
2 10.720788990558672 0.94 1525313548.4500632
1 11.85535625341415 0.94 1525313548.547795
2 10.802072560046001 0.94 1525313548.7291431
1 11.782381094586812 0.94 1525313548.8031225
2 10.84868053132422 0.94 1525313549.0235093
1 11.760919607730434 0.94 1525313549.058298
2 11.443574941611988 0.94 1525313549.2624512
1 11.756067312799518 0.94 1525313549.31259
2 10.960367238075234 0.94 1525313549.5460382
1 11.760469473452254 0.94 1525313549.566047
1 11.78730205406864 0.94 1525313549.8203347
2 10.837190663138768 0.94 1525313549.8460386
1 11.788255728386822 0.94 1525313550.0797238
2 11.097826039600799 0.94 1525313550.1116288
1 11.712427175999492 0.94 1525313550.3353493
2 10.51046947112394 0.94 1525313550.4042017
1 11.703409231646745 0.94 1525313550.5896425
2 10.912523304880638 0.94 1525313550.6460772
1 11.7042560944413 0.94 1525313550.847055
2 11.02738383976256 0.94 1525313550.9249895
1 11.75422099931952 0.94 1525313551.099125
2 10.762590443273249 0.94 1525313551.2189083
1 11.804269827537746 0.94 1525313551.351853
2 11.073572194340773 0.94 1525313551.487209
1 11.797266043345006 0.94 1525313551.611155
2 11.087404286651694 0.94 1525313551.7287643
1 11.82964519379594 0.94 1525313551.8588848
2 10.924791371309743 0.94 1525313552.0234358
1 11.843812979466867 0.94 1525313552.1110184
2 11.30462077875551 0.94 1525313552.2806594
1 11.88993266949418 0.94 1525313552.3619847
2 11.464418447510184 0.94 1525313552.533114
1 11.86294750098688 0.94 1525313552.621677
2 11.005014454955269 0.94 1525313552.8220127
1 11.779741324074081 0.94 1525313552.8791304
2 11.387094533791949 0.94 1525313553.0774202
1 11.7992954622941 0.94 1525313553.1278741
2 10.953737294215218 0.94 1525313553.381515
1 11.78136638511227 0.94 1525313553.4091346
1 11.776102102875901 0.94 1525313553.6374416
2 10.650713001658602 0.94 1525313553.6605937
1 11.851907767079595 0.94 1525313553.89332
2 11.012819325575265 0.94 1525313553.9169602
1 11.850526846666874 0.94 1525313554.1440015
2 10.819765125996925 0.94 1525313554.186058
1 11.758348501768609 0.94 1525313554.401324
2 10.769014393480521 0.94 1525313554.4903505
1 11.759950674623164 0.94 1525313554.6597142
2 10.853204762289684 0.94 1525313554.7655358
1 11.687059439135822 0.94 1525313554.919242
2 10.58851054792947 0.94 1525313555.0415504
1 11.576692617641186 0.94 1525313555.1780818
2 10.829683338906026 0.94 1525313555.293828
1 11.604448354997583 0.94 1525313555.4342964
2 11.2924518944555 0.94 1525313555.55299
1 11.638925588948522 0.94 1525313555.6933124
2 11.27543834461913 0.94 1525313555.829362
1 11.714578665261307 0.94 1525313555.9453833
2 11.254411733251839 0.94 1525313556.1076763
1 11.747438467568609 0.94 1525313556.2001553
2 11.012338673718913 0.94 1525313556.3861701
1 11.83033183930504 0.94 1525313556.451077
2 10.821641957055112 0.94 1525313556.66254
1 11.78734020104137 0.94 1525313556.7121453
2 10.79420665426964 0.94 1525313556.9424188
1 11.735445059343146 0.94 1525313556.9626193
1 11.812128103919573 0.94 1525313557.2163055
2 10.812692677253281 0.94 1525313557.2370937
1 11.672327078268543 0.94 1525313557.4796596
2 10.984354054526161 0.94 1525313557.5011873
1 11.74759105545951 0.94 1525313557.7289183
2 11.110490834546267 0.94 1525313557.7487535
1 11.671251333637633 0.94 1525313557.9901757
2 10.88327983558789 0.94 1525313558.0433176
1 11.695703543155838 0.94 1525313558.2415586
2 10.941408192629753 0.94 1525313558.3129494
1 11.792741812379552 0.94 1525313558.4984283
2 10.729501759129583 0.94 1525313558.598455
1 11.77157787191044 0.94 1525313558.7491252
2 10.806818043453287 0.94 1525313558.8521938
1 11.866983450701433 0.94 1525313559.0011528
2 10.956888234162504 0.94 1525313559.139269
1 11.857667959961422 0.94 1525313559.2520247
2 11.221483266393623 0.94 1525313559.382188
1 11.788690603875914 0.94 1525313559.5140738
2 11.337312734382818 0.94 1525313559.6552818
1 11.793115652712277 0.94 1525313559.7669275
2 11.429910695981066 0.94 1525313559.9022703
1 11.788431204461363 0.94 1525313560.0222845
2 11.159669911786297 0.94 1525313560.2154794
1 11.763132132148618 0.94 1525313560.2725163
2 10.686601673600459 0.94 1525313560.505965
1 11.76680950031953 0.94 1525313560.5307293
1 11.752412832812249 0.94 1525313560.7889273
2 10.52981761569124 0.94 1525313560.8124561
2 10.627405201322226 0.94 1525313561.0326142
1 11.763109243964978 0.94 1525313561.0531065
1 11.768854178057712 0.94 1525313561.2918053
2 10.887704884424265 0.94 1525313561.3164155
1 11.882913626512357 0.94 1525313561.5442476
2 10.504854236738494 0.94 1525313561.647441
1 11.865060843275979 0.94 1525313561.7982008
2 10.787378346151451 0.94 1525313561.9078372
1 11.90372661483237 0.94 1525313562.0488203
2 10.208078418314601 0.94 1525313562.206927
1 11.87832073099598 0.94 1525313562.3062625
2 10.062334094312662 0.94 1525313562.5096345
1 11.798379934948654 0.94 1525313562.5626118
2 10.677110706785905 0.94 1525313562.772219
1 11.722414053459499 0.94 1525313562.8258376
2 10.375360523118385 0.94 1525313563.0644414
1 11.656587637321254 0.94 1525313563.089039
2 10.708169971980478 0.94 1525313563.329918
1 11.68637279362674 0.94 1525313563.3532767
2 11.224084889933634 0.94 1525313563.5844114
1 11.6978626618122 0.94 1525313563.6112506
1 11.657564199823081 0.94 1525313563.8567276
2 11.064538991198946 0.94 1525313563.8795938
1 11.618249929730311 0.94 1525313564.1116476
2 11.057565724584396 0.94 1525313564.147598
1 11.635629690504874 0.94 1525313564.361878
2 10.700166737102288 0.94 1525313564.4489517
1 11.665842092904896 0.94 1525313564.612657
2 10.224382434458251 0.94 1525313564.7517557
1 11.84920696141051 0.94 1525313564.8684301
2 10.262491260212835 0.94 1525313565.0250745
1 11.89471629987418 0.94 1525313565.1195035
2 10.668321644269536 0.94 1525313565.2725375
1 11.86414531593052 0.94 1525313565.3741004
2 10.92930797288065 0.94 1525313565.548471
1 11.881380118208712 0.94 1525313565.6251104
2 11.070871388671677 0.94 1525313565.8359935
1 11.79971507899411 0.94 1525313565.8850205
2 11.062173878889851 0.94 1525313566.1101377
1 11.75788310870134 0.94 1525313566.1414862
2 11.156953847328124 0.94 1525313566.3476608
